rk,NN,O 
the,VBP,O
sale,VBN,O
of,DT,O
all,NN,O
lottery,IN,O
tickets,DT,O
in,NN,O
the,VBN,O
state,IN,O
of,DT,O
kerala,NN,O
and,IN,O
have,DT,O
decided,JJ,O
to,NNS,O
reintroduce,IN,O
paper,DT,O
lottery,NN,O
conducted,IN,O
by,NN,O
the,CC,O
state,VBP,O
government,VBN,O
with,TO,O
the,VB,O
same,NN,O
pattern,NN,O
and,VBN,O
prize,IN,O
structure,DT,O
as,NN,O
it,NN,O
prevailed,IN,O
before,DT,O
27th,JJ,O
january,NN,O
2005,CC,O
from,VB,O
a,NN,O
perusal,IN,O
of,PRP,O
the,VBD,O
notification,IN,O
dated,CD,O
13012015,JJ,O
issued,CD,O
by,IN,O
the,DT,O
government,NN,O
of,IN,O
kerala,DT,O
we,NN,O
find,VBD,O
that,CD,O
the,VBN,O
state,IN,O
had,DT,O
prohibited,NN,O
the,IN,O
sale,NN,O
of,PRP,O
all,VBP,O
computerized,IN,O
and,DT,O
online,NN,O
lottery,VBD,O
tickets,VBN,O
marketed,DT,O
and,NN,O
operated,IN,O
through,DT,O
vending,VBN,O
machines,CC,O
terminals,JJ,O
electronic,NN,O
machines,NNS,O
and,VBD,O
tickets,CC,O
sold,VBD,O
through,IN,O
internet,VBG,O
in,NNS,O
kerala,NNS,O
however,JJ,O
by,NNS,O
notification,CC,O
dated,NNS,O
27012005,VBN,O
the,IN,O
state,NN,O
had,IN,O
prohibited,NN,O
the,RB,O
sale,IN,O
of,NN,O
tickets,VBD,O
of,CD,O
all,DT,O
lotteries,NN,O
in,VBD,O
the,VBN,O
state,DT,O
of,NN,O
kerala,IN,O
vide,NNS,O
notification,IN,O
dated,DT,O
27012005,NNS,O
the,IN,O
government,DT,O
of,NN,O
kerala,IN,O
made,NN,O
the,IN,O
kerala,NN,O
state,VBD,O
lotteries,CD,O
regulation,DT,B-LEGAL
repeal,NN,B-LEGAL
rules,IN,O
2005,NN,O
which,VBD,O
repealed,DT,B-LEGAL
the,NN,O
entire,NN,O
kerala,NNS,O
state,VBP,O
lotteries,NN,O
regulation,NNS,B-LEGAL
rules,CD,O
2003,WDT,O
vide,VBD,O
another,DT,O
notification,JJ,O
dated,NN,O
22042005,NN,O
the,NNS,O
government,NN,O
of,NNS,O
kerala,CD,O
lifted,IN,O
the,DT,O
prohibition,NN,B-LEGAL
of,VBD,O
sale,CD,O
of,DT,O
paper,NN,O
lotteries,IN,O
organized,NN,O
conducted,VBD,O
or,DT,O
promoted,NN,O
by,IN,O
every,NN,O
state,IN,O
government,NN,O
including,NNS,O
the,VBN,O
state,VBD,O
of,CC,O
kerala,VBN,O
however,IN,O
the,DT,O
prohibition,NN,B-LEGAL
imposed,NN,O
on,VBG,O
the,DT,O
sale,NN,O
of,IN,O
computerized,NN,O
and,RB,O
online,DT,O
tickets,NN,O
continued,VBN,O
to,IN,O
remain,DT,O
in,NN,O
force,IN,O
13,JJ,O
in,CC,O
the,JJ,O
2010,NNS,O
rules,VBD,O
framed,TO,O
by,VB,O
the,IN,O
central,NN,O
government,CD,O
online,IN,O
lottery,DT,O
has,CD,O
been,NNS,O
defined,VBN,O
under,IN,O
rule,DT,O
21e,JJ,O
which,NN,O
is,NN,O
as,NN,O
under,VBZ,O
online,VBN,O
lottery,VBN,O
means,IN,O
a,NN,O
system,CD,O
created,WDT,O
to,VBZ,O
permit,IN,O
players,IN,O
to,NN,O
purchase,NN,O
lottery,VBZ,O
tickets,DT,O
generated,NN,O
by,VBD,O
the,TO,O
computer,VB,O
or,NNS,O
online,TO,O
machine,VB,O
at,JJ,O
the,NNS,O
lottery,VBN,O
terminals,IN,O
where,DT,O
the,NN,O
information,CC,O
about,JJ,O
the,NN,O
sale,IN,O
of,DT,O
a,NN,O
ticket,NNS,O
and,WRB,O
the,DT,O
player,NN,O
s,IN,O
choice,DT,O
of,NN,O
any,IN,O
particular,DT,O
number,NN,O
or,CC,O
combination,DT,O
of,NN,O
numbers,JJ,O
is,NN,O
simultaneously,IN,O
registered,DT,O
with,JJ,O
the,NN,O
central,CC,O
computer,NN,O
server,IN,O
rule,NNS,O
3,VBZ,O
permitted,RB,O
the,VBN,O
state,IN,O
government,DT,O
to,JJ,O
organize,NN,O
a,NN,O
paper,NN,O
lottery,CD,O
or,VBD,O
online,DT,O
lottery,NN,O
or,NN,O
both,TO,O
subject,VB,O
to,DT,O
the,NN,O
conditions,NN,O
specified,CC,O
in,JJ,O
the,NN,O
act,CC,O
and,DT,O
these,JJ,O
rules,TO,O
thus,DT,O
from,NNS,O
the,VBN,O
rules,IN,O
it,DT,O
is,NN,O
clear,CC,O
that,DT,O
online,NNS,O
lottery,RB,O
is,IN,O
being,DT,O
treated,NNS,O
as,PRP,O
a,VBZ,O
separate,JJ,O
lottery,IN,O
from,JJ,O
paper,NN,O
lottery,VBZ,O
and,VBG,O
it,VBN,O
is,IN,O
a,DT,O
class,JJ,O
in,NN,O
itself,IN,O
14,NN,O
in,NN,O
the,CC,O
case,PRP,O
on,VBZ,O
hand,DT,O
we,NN,O
are,IN,O
mainly,PRP,O
concerned,CD,O
with,IN,O
the,DT,O
provisions,NN,O
of,IN,O
section,NN,O
5,PRP,O
and,VBP,O
section,RB,O
6,VBN,O
of,IN,O
the,DT,O
act,NNS,O
these,IN,O
two,NN,O
sections,CD,O
cover,CC,O
different,NN,O
fields,CD,O
section,IN,O
5,DT,O
deals,NN,O
with,DT,O
prohibition,CD,B-LEGAL
of,NNS,O
sale,VBP,O
of,JJ,O
tickets,NNS,O
whereas,NN,O
section,CD,O
6,NNS,O
deals,IN,O
with,NN,O
prohibition,IN,B-LEGAL
of,NN,O
conduct,IN,O
of,NNS,O
the,JJ,O
lottery,NN,O
itself,CD,O
so,NNS,O
section,IN,O
5,NN,O
enables,IN,O
the,NN,O
state,IN,O
government,DT,O
to,NN,O
prohibit,PRP,O
the,RB,O
sale,NN,O
of,CD,O
tickets,VBZ,O
of,DT,O
lotteries,NN,O
run,NN,O
by,TO,O
every,VB,O
other,DT,O
state,NN,O
government,IN,O
the,NNS,O
grounds,IN,O
on,NNS,O
which,VBN,O
prohibition,IN,B-LEGAL
of,DT,O
sale,JJ,O
of,NN,O
tickets,NN,O
can,DT,O
be,NNS,O
made,IN,O
are,WDT,O
not,NN,O
detailed,IN,O
under,NN,O
section,IN,O
5,NNS,O
but,MD,O
the,VB,O
same,VBN,O
can,VBP,O
be,RB,O
gathered,VBN,O
from,IN,O
other,NN,O
provisions,CD,O
of,CC,O
the,DT,O
act,JJ,O
and,MD,O
also,VB,O
by,VBN,O
reference,IN,O
to,JJ,O
the,NNS,O
object,IN,O
and,DT,O
scheme,NN,O
of,CC,O
the,RB,O
act,IN,O
going,NN,O
by,TO,O
the,DT,O
scheme,NN,O
of,CC,O
the,NN,O
act,IN,O
it,DT,O
appears,NN,O
that,VBG,O
violation,IN,O
of,DT,O
any,NN,O
of,IN,O
the,DT,O
conditions,NN,O
contained,PRP,O
in,VBZ,O
section,IN,O
4,NN,O
could,IN,O
be,DT,O
a,IN,O
ground,DT,O
for,NNS,O
the,VBN,O
state,IN,O
government,NN,O
to,CD,O
prohibit,MD,O
the,VB,O
sale,DT,O
of,NN,O
tickets,IN,O
of,DT,O
a,NN,O
particular,NN,O
lottery,TO,O
organized,VB,O
conducted,DT,O
or,NN,O
promoted,IN,O
by,NNS,O
any,IN,O
other,DT,O
state,JJ,O
government,NN,O
if,VBN,O
the,VBD,O
state,CC,O
government,VBN,O
thinks,IN,O
it,DT,O
fit,JJ,O
it,NN,O
may,NN,O
prohibit,IN,O
the,DT,O
sale,NN,O
of,NN,O
all,VBZ,O
lottery,PRP,O
tickets,VB,O
in,PRP,O
the,MD,O
state,VB,O
and,DT,O
make,NN,O
it,IN,O
a,DT,O
lottery,JJ,O
free,NNS,O
zone,IN,O
section,DT,O
6,NN,O
empowers,CC,O
the,VB,O
central,PRP,O
government,DT,O
to,JJ,O
prohibit,JJ,O
a,NN,O
lottery,NN,O
run,CD,O
by,NNS,O
the,DT,O
state,JJ,O
government,NN,O
the,TO,O
central,VB,O
government,DT,O
can,NN,O
prohibit,NN,O
the,IN,O
running,DT,O
of,NN,O
a,NN,O
lottery,DT,O
by,JJ,O
a,NN,O
state,MD,O
government,VB,O
if,DT,O
it,NN,O
is,IN,O
found,DT,O
that,NN,O
the,IN,O
same,DT,O
is,NN,O
in,NN,O
violation,IN,O
of,PRP,O
the,VBZ,O
provisions,VBN,O
of,IN,O
section,DT,O
4,JJ,O
the,VBZ,O
central,IN,O
government,NN,O
can,IN,O
also,DT,O
prohibit,NNS,O
the,IN,O
running,NN,O
of,CD,O
a,DT,O
lottery,JJ,O
if,NN,O
it,MD,O
is,RB,O
found,VB,O
that,DT,O
the,NN,O
tickets,IN,O
of,DT,O
that,NN,O
lottery,IN,O
are,PRP,O
sold,VBZ,O
in,VBN,O
a,IN,O
state,DT,O
where,NNS,O
the,IN,O
sale,DT,O
of,NN,O
the,VBP,O
same,VBN,O
has,IN,O
been,DT,O
prohibited,NN,O
by,WRB,O
the,DT,O
concerned,NN,O
state,IN,O
government,DT,O
under,JJ,O
section,VBZ,O
5,VBN,O
15,VBN,O
in,IN,O
view,DT,O
of,JJ,O
the,NN,O
above,NN,O
it,IN,O
is,NN,O
relevant,CD,O
to,CD,O
mention,IN,O
entry,NN,O
40,IN,O
under,DT,O
list,IN,O
i,PRP,O
and,VBZ,O
entry,JJ,O
34,TO,O
in,VB,O
list,NN,O
ii,CD,O
of,IN,O
the,NN,O
seventh,NN,B-LEGAL
schedule,CC,I-LEGAL
and,NN,O
article,CD,O
246,IN,O
of,NN,O
the,NN,O
constitution,IN,B-LEGAL
of,DT,I-LEGAL
india,JJ,I-LEGAL
which,NN,O
are,CC,O
as,NN,O
under,CD,O
entry,IN,O
40,DT,O
list,NN,O
i,IN,O
union,NN,B-LEGAL
list,WDT,I-LEGAL
40,VBP,O
lotteries,IN,O
organized,IN,O
by,NN,O
the,CD,O
government,NN,O
of,NN,O
india,NN,O
or,NN,O
the,CD,O
government,NNS,O
of,VBN,O
a,IN,O
state,DT,O
entry,NN,O
34,IN,O
list,NN,O
ii,CC,O
state,DT,B-LEGAL
list,NN,I-LEGAL
34,IN,O
betting,DT,B-LEGAL
and,NN,I-LEGAL
gambling,NN,I-LEGAL
article,CD,O
246,NN,O
of,NN,O
the,NN,O
constitution,NN,O
246,CD,O
subject,NN,O
matter,CC,O
of,VBG,O
laws,NN,B-LEGAL
made,CD,I-LEGAL
by,IN,I-LEGAL
parliament,DT,I-LEGAL
and,NN,O
by,CD,O
the,JJ,O
legislatures,NN,O
of,IN,O
states,NNS,O
1,VBN,O
notwithstanding,IN,O
anything,NN,O
in,CC,O
clauses,IN,O
2,DT,O
and,NNS,O
3,IN,O
parliament,NNS,B-LEGAL
has,CD,O
exclusive,VBG,O
power,NN,O
to,IN,O
make,NNS,O
laws,CD,O
with,CC,O
respect,CD,O
to,NN,O
any,VBZ,O
of,JJ,O
the,NN,O
matters,TO,O
enumerated,VB,O
in,NNS,O
list,IN,O
i,NN,O
in,TO,O
the,DT,O
seventh,IN,B-LEGAL
schedule,DT,I-LEGAL
in,NNS,O
this,VBN,O
constitution,IN,O
referred,NN,O
to,NN,O
as,IN,O
the,DT,O
union,JJ,B-LEGAL
list,NN,I-LEGAL
2,IN,O
notwithstanding,DT,O
anything,NN,O
in,VBD,O
clause,TO,O
3,IN,O
parliament,DT,B-LEGAL
and,NN,O
subject,NN,O
to,CD,O
clause,VBG,O
1,NN,O
the,IN,O
legislature,NN,O
of,CD,O
any,NN,O
state,CC,O
also,JJ,O
have,TO,O
power,VB,O
to,CD,O
make,DT,O
laws,NN,O
with,IN,O
respect,DT,O
to,NN,O
any,RB,O
of,VBP,O
the,NN,O
matters,TO,O
enumerated,VB,O
in,NNS,O
list,IN,O
iii,NN,O
in,TO,O
the,DT,O
seventh,IN,B-LEGAL
schedule,DT,I-LEGAL
in,NNS,O
this,VBN,O
constitution,IN,O
referred,NN,O
to,NN,O
as,IN,O
the,DT,O
concurrent,JJ,B-LEGAL
list,NN,I-LEGAL
3,IN,O
subject,DT,O
to,NN,O
clauses,VBD,O
1,TO,O
and,IN,O
2,DT,O
the,JJ,O
legislature,NN,O
of,CD,O
any,NN,O
state,TO,O
has,VB,O
exclusive,CD,O
power,CC,O
to,CD,O
make,DT,O
laws,NN,O
for,IN,O
such,DT,O
state,NN,O
or,VBZ,O
any,JJ,O
part,NN,O
thereof,TO,O
with,VB,O
respect,NNS,O
to,IN,O
any,JJ,O
of,NN,O
the,CC,O
matters,DT,O
enumerated,NN,O
in,NN,O
list,IN,O
ii,NN,O
in,TO,O
the,DT,O
seventh,IN,B-LEGAL
schedule,DT,I-LEGAL
in,NNS,O
this,VBN,O
constitution,IN,O
referred,NN,O
to,NN,O
as,IN,O
the,DT,O
state,JJ,B-LEGAL
list,NN,I-LEGAL
4,IN,O
parliament,DT,B-LEGAL
has,NN,O
power,VBD,O
to,TO,O
make,IN,O
laws,DT,O
with,NN,O
respect,NN,O
to,CD,O
any,NN,O
matter,VBZ,O
for,NN,O
any,TO,O
part,VB,O
of,NNS,O
the,IN,O
territory,NN,B-LEGAL
of,TO,I-LEGAL
india,DT,I-LEGAL
not,NN,O
included,IN,O
in,DT,O
a,NN,O
state,IN,O
notwithstanding,DT,O
that,NN,O
such,IN,O
matter,NN,O
is,RB,O
a,VBN,O
matter,IN,O
enumerated,DT,O
in,NN,O
the,VBG,O
state,IN,B-LEGAL
list,JJ,I-LEGAL
it,NN,O
is,VBZ,O
common,DT,O
case,NN,O
that,VBN,O
the,IN,O
parliament,DT,B-LEGAL
by,NN,O
virtue,NN,O
of,PRP,O
entry,VBZ,O
40,JJ,O
under,NN,O
list,IN,O
i,DT,O
of,NN,O
the,IN,O
seventh,NN,B-LEGAL
schedule,IN,I-LEGAL
has,NN,O
got,CD,O
exclusive,IN,O
power,NN,O
to,NN,O
legislate,IN,O
on,DT,O
state,JJ,O
lotteries,NN,O
by,VBZ,O
virtue,VBD,O
of,JJ,O
entry,NN,O
34,TO,O
in,VB,O
the,IN,O
state,NN,B-LEGAL
list,NNS,I-LEGAL
concerning,IN,O
betting,NN,B-LEGAL
and,IN,I-LEGAL
gambling,NN,I-LEGAL
state,CD,O
legislatures,IN,O
have,DT,O
the,NN,O
power,NN,O
to,VBG,O
legislate,NN,O
on,CC,O
lotteries,VBG,O
other,NN,O
than,NNS,O
state,VBP,O
lotteries,DT,O
because,NN,O
it,TO,O
is,VB,O
also,IN,O
one,NNS,O
of,JJ,O
the,IN,O
forms,NN,O
of,NNS,O
gambling,IN,O
16,PRP,O
the,VBZ,O
state,RB,O
of,CD,O
sikkim,IN,O
in,DT,O
its,NNS,O
trading,IN,O
capacity,VBG,O
has,CD,O
been,DT,O
organizing,NN,O
conducting,IN,O
and,NN,O
promoting,IN,O
online,PRP$,O
lotteries,NN,O
in,NN,O
accordance,VBZ,O
with,VBN,O
the,VBG,O
provisions,VBG,O
of,CC,O
the,VBG,O
act,JJ,O
and,NNS,O
lottery,IN,O
tickets,NN,O
are,IN,O
being,DT,O
sold,NNS,O
in,IN,O
various,DT,O
lottery,NN,O
playing,CC,O
states,JJ,O
in,NNS,O
india,VBP,O
including,VBG,O
the,VBN,O
state,IN,O
of,JJ,O
kerala,NN,O
the,VBG,O
state,NNS,O
of,IN,O
sikkim,NN,O
as,VBG,O
pleaded,DT,O
before,NN,O
this,IN,O
court,NN,O
substantially,DT,O
depends,NN,O
on,IN,O
the,NN,O
revenue,IN,O
raised,VBN,O
by,IN,O
the,DT,O
sale,NN,O
of,RB,O
lottery,VBZ,O
tickets,IN,O
it,DT,O
is,NN,O
a,VBN,O
north,IN,O
eastern,DT,O
state,NN,O
with,IN,O
no,JJ,O
avenues,NNS,O
of,PRP,O
industrialization,VBZ,O
it,DT,O
is,JJ,O
the,JJ,O
case,NN,O
of,IN,O
the,DT,O
appellants,NNS,O
that,IN,O
they,NN,O
started,PRP,O
the,VBZ,O
business,DT,O
of,NN,O
online,IN,O
lottery,DT,O
in,NNS,O
the,IN,O
state,PRP,O
of,VBD,O
kerala,DT,O
in,NN,O
the,IN,O
year,JJ,O
2003,NN,O
online,IN,O
lottery,DT,O
is,NN,O
a,IN,O
tamper,NN,O
proof,IN,O
lottery,DT,O
which,NN,O
has,CD,O
been,NN,O
designed,NN,O
using,VBZ,O
the,DT,O
aid,JJ,O
of,NN,O
modern,NN,O
technology,WDT,O
that,VBZ,O
eliminates,VBN,O
all,VBN,O
the,VBG,O
ills,DT,O
of,NN,O
paper,IN,O
lottery,JJ,O
and,NN,O
has,WDT,O
greater,VBZ,O
transparency,PDT,O
and,DT,O
is,NNS,O
universally,IN,O
recognized,NN,O
as,NN,O
a,CC,O
tamper,VBZ,O
proof,JJR,O
and,NN,O
safe,CC,O
method,VBZ,O
of,RB,O
conducting,VBN,O
lotteries,IN,O
modernization,DT,O
led,NN,O
to,NN,O
spurt,CC,O
of,JJ,O
computerization,NN,O
satellite,IN,O
and,VBG,O
internet,NNS,O
connectivity,NN,O
which,VBD,O
bears,TO,O
a,VB,O
great,IN,O
impact,NN,O
on,NN,O
every,CC,O
aspect,NN,O
of,NN,O
life,WDT,O
made,VBZ,O
things,DT,O
easier,JJ,O
and,NN,O
faster,IN,O
and,DT,O
brought,NN,O
in,IN,O
more,NN,O
transparency,VBN,O
thus,NNS,O
began,RBR,O
lottery,CC,O
in,RBR,O
another,CC,O
form,VBN,O
popularly,IN,O
called,RBR,O
online,NN,O
lottery,RB,O
the,VBD,O
difference,JJ,O
in,IN,O
the,DT,O
lotteries,NN,O
of,RB,O
this,VBD,O
form,JJ,O
is,NN,O
that,DT,O
online,NN,O
is,IN,O
free,DT,O
from,NNS,O
possibility,IN,O
of,DT,O
any,NN,O
duplication,VBZ,O
tamper,IN,O
etc,NN,O
and,VBZ,O
is,JJ,O
totally,IN,O
transparent,NN,O
17,IN,O
online,DT,O
lotteries,NN,O
became,IN,O
popular,NN,O
in,CC,O
our,VBZ,O
country,RB,O
only,JJ,O
recently,CD,O
it,JJ,O
made,NNS,O
their,VBD,O
presence,JJ,O
felt,IN,O
in,PRP$,O
india,NN,O
from,RB,O
2000,RB,O
2001,PRP,O
onwards,VBD,O
though,PRP$,O
all,NN,O
types,VBD,O
of,IN,O
lotteries,NN,O
are,IN,O
meant,CD,O
to,CD,O
be,NNS,O
covered,IN,O
by,DT,O
the,NNS,O
lotteries,IN,O
regulation,NNS,B-LEGAL
act,VBP,O
1998,VBN,O
the,TO,O
deleterious,VB,O
effect,VBN,O
of,IN,O
paper,DT,O
lotteries,NNS,O
was,NN,O
uppermost,NN,O
in,CD,O
the,DT,O
mind,JJ,O
of,NN,O
the,IN,O
central,NN,O
government,NNS,O
while,VBD,O
bringing,VBN,O
forth,IN,O
the,DT,O
above,NN,O
legislation,IN,B-LEGAL
as,DT,O
at,JJ,O
the,NN,O
relevant,IN,O
time,VBG,O
paper,PDT,O
lotteries,DT,O
were,JJ,O
most,NN,O
popular,IN,O
among,IN,O
the,DT,O
people,JJ,O
the,NN,O
various,NN,O
sub,NNS,O
sections,VBD,O
of,RBS,O
section,JJ,O
4,IN,O
will,DT,O
reveal,NNS,O
that,DT,O
the,JJ,O
irregularities,JJ,B-LEGAL
in,NNS,O
the,IN,O
conduct,NN,O
of,CD,O
paper,MD,O
lotteries,VB,O
were,IN,O
mainly,DT,O
in,NNS,O
the,IN,O
contemplation,DT,O
of,NN,O
the,IN,O
parliament,NN,B-LEGAL
the,NNS,O
decision,VBD,O
in,RB,O
br,IN,O
enterprises,DT,O
supra,NN,O
also,IN,O
dealt,DT,O
with,NN,O
the,DT,O
prohibition,NN,B-LEGAL
of,IN,O
sale,NN,O
of,NNS,O
tickets,VBP,O
of,RB,O
paper,VBP,O
lotteries,IN,O
invoking,DT,O
power,NN,O
under,IN,O
section,NN,O
5,IN,O
of,NNS,O
the,IN,O
act,NN,O
still,NNS,O
the,VBG,O
general,NN,O
principles,IN,O
laid,NN,O
down,CD,O
by,IN,O
this,DT,O
court,NN,O
in,RB,O
the,DT,O
abovementioned,JJ,O
case,NNS,O
while,VBN,O
interpreting,RB,O
section,IN,O
5,DT,O
are,NN,O
binding,IN,O
so,DT,O
the,JJ,O
power,NN,O
to,IN,O
prohibit,VBG,O
sale,NN,O
of,CD,O
tickets,VBP,O
is,VBG,O
granted,RB,O
in,DT,O
relation,NN,O
to,TO,O
a,VB,O
particular,NN,O
lottery,IN,O
or,NNS,O
particular,VBZ,O
type,VBN,O
of,IN,O
lottery,NN,O
that,TO,O
means,DT,O
a,JJ,O
particular,NN,O
lottery,CC,O
can,JJ,O
be,NN,O
the,IN,O
subject,NN,O
matter,WDT,O
of,VBZ,O
prohibition,DT,B-LEGAL
in,JJ,O
other,NN,O
words,MD,O
all,VB,O
types,DT,O
of,JJ,O
lotteries,NN,O
need,IN,O
not,NN,O
be,IN,O
prohibited,JJ,O
but,NNS,O
going,DT,O
by,NNS,O
that,IN,O
decision,NNS,O
a,VBP,O
particular,RB,O
type,VB,O
of,VBN,O
lottery,CC,O
can,VBG,O
be,IN,O
prohibited,DT,O
if,NN,O
only,DT,O
the,JJ,O
state,NN,O
government,IN,O
also,NN,O
does,MD,O
not,VB,O
run,VBN,O
that,IN,O
lottery,RB,O
the,DT,O
online,NN,O
lottery,NN,O
is,RB,O
a,VBZ,O
particular,RB,O
lottery,VB,O
which,DT,O
is,NN,O
not,DT,O
run,JJ,O
by,NN,O
the,VBZ,O
state,DT,O
government,JJ,O
so,NN,O
going,WDT,O
by,VBZ,O
the,RB,O
principles,VBN,O
laid,IN,O
down,DT,O
in,NN,O
br,NN,O
enterprises,RB,O
supra,VBG,O
the,IN,O
state,DT,O
government,NNS,O
can,VBP,O
separately,RP,O
ban,IN,O
the,JJ,O
sale,NNS,O
of,VBP,O
online,DT,O
lotteries,NN,O
as,NN,O
online,MD,O
lottery,RB,O
is,VB,O
a,DT,O
particular,NN,O
class,IN,O
of,JJ,O
lottery,NNS,O
different,IN,O
and,JJ,O
distinct,NN,O
from,VBZ,O
paper,DT,O
lotteries,JJ,O
18,NN,O
learned,IN,O
counsel,NN,O
for,JJ,O
the,CC,O
appellants,JJ,O
also,IN,O
brought,NN,O
into,NNS,O
notice,CD,O
para,JJ,O
21,NN,O
of,IN,O
the,DT,O
writ,NNS,O
petition,RB,O
filed,VBD,O
before,IN,O
the,NN,O
high,NN,O
court,CD,O
to,IN,O
show,DT,O
how,NN,O
the,NN,O
system,VBN,O
of,IN,O
online,DT,O
lottery,JJ,O
functions,NN,O
which,TO,O
is,VB,O
as,WRB,O
under,DT,O
the,NN,O
online,IN,O
lottery,JJ,O
involves,NN,O
installation,NNS,O
of,WDT,O
a,VBZ,O
central,IN,O
server,IN,O
various,DT,O
terminals,JJ,O
which,NN,O
are,VBZ,O
connected,NN,O
to,IN,O
the,DT,O
said,JJ,O
central,NN,O
server,JJ,O
through,NNS,O
a,WDT,O
satellite,VBP,O
and,VBN,O
all,TO,O
this,DT,O
involves,VBD,O
huge,JJ,O
expenses,NN,O
running,IN,O
into,DT,O
hundred,NN,O
of,CC,O
crores,PDT,O
in,DT,O
this,VBZ,O
online,JJ,O
lottery,NNS,O
form,VBG,O
there,IN,O
are,VBN,O
no,IN,O
pre,NNS,O
printed,IN,O
tickets,DT,O
as,JJ,O
such,NN,O
a,NN,O
person,EX,O
interested,VBP,O
to,DT,O
purchase,NN,O
a,VBD,O
ticket,NNS,O
of,IN,O
online,JJ,O
lottery,DT,O
comes,NN,O
to,JJ,O
the,TO,O
terminal,VB,O
fills,DT,O
a,NN,O
play,IN,O
slip,JJ,O
with,NN,O
numbers,VBZ,O
selected,TO,O
by,DT,O
him,NN,O
and,VBZ,O
hands,DT,O
it,NN,O
over,NN,O
to,IN,O
the,NNS,O
person,VBN,O
manning,IN,O
the,PRP,O
terminal,CC,O
this,VBZ,O
play,PRP,O
slip,IN,O
is,TO,O
put,DT,O
into,NN,O
the,VBG,O
terminal,DT,O
and,NN,O
numbers,DT,O
selected,NN,O
by,NN,O
the,VBZ,O
player,VBN,O
are,IN,O
transmitted,DT,O
to,NN,O
the,CC,O
central,NNS,O
server,VBN,O
which,IN,O
registers,DT,O
the,NN,O
said,VBP,O
numbers,VBN,O
a,TO,O
person,DT,O
may,JJ,O
not,NN,O
like,WDT,O
to,VBZ,O
select,DT,O
any,VBD,O
numbers,NNS,O
and,DT,O
may,NN,O
play,MD,O
lucky,RB,O
dip,VB,O
in,TO,O
which,VB,O
case,DT,O
the,NNS,O
computers,CC,O
makes,MD,O
random,VB,O
generation,JJ,O
of,NN,O
numbers,IN,O
itself,WDT,O
and,NN,O
transmit,DT,O
them,NNS,O
to,VBZ,O
the,JJ,O
central,NN,O
server,IN,O
which,NNS,O
registers,PRP,O
the,CC,O
said,VB,O
numbers,PRP,O
in,TO,O
either,DT,O
of,JJ,O
the,NN,O
cases,WDT,O
after,VBZ,O
the,DT,O
central,VBD,O
server,NNS,O
has,IN,O
registered,DT,O
the,IN,O
numbers,DT,O
it,NNS,O
generates,IN,O
a,DT,O
ticket,JJ,O
and,NN,O
commands,VBZ,O
the,VBN,O
terminal,DT,O
which,NNS,O
acts,PRP,O
like,VBZ,O
a,DT,O
fax,NN,O
on,CC,O
command,VBZ,O
and,DT,O
delivers,NN,O
the,WDT,O
ticket,VBZ,O
which,IN,O
is,DT,O
on,NN,O
an,IN,O
imported,NN,O
thermal,CC,O
paper,VBZ,O
the,DT,O
ticket,NN,O
besides,WDT,O
containing,VBZ,O
these,IN,O
numbers,DT,O
contains,VBN,O
various,JJ,O
codes,NN,O
details,DT,O
as,NN,O
also,IN,O
bar,VBG,O
codes,DT,O
which,NNS,O
ensures,VBP,O
against,JJ,O
any,NNS,O
possibility,NNS,O
of,IN,O
any,RB,O
duplication,NN,O
etc,NNS,O
the,WDT,O
game,VBZ,O
is,IN,O
made,DT,O
more,NN,O
interesting,IN,O
and,DT,O
entertaining,NN,O
since,VBZ,O
the,DT,O
player,NN,O
has,VBZ,O
option,VBN,O
to,RBR,O
choose,JJ,O
numbers,CC,O
for,VBG,O
himself,IN,O
like,DT,O
paper,NN,O
lottery,VBZ,O
in,NN,O
this,TO,O
case,VB,O
also,NNS,O
various,IN,O
tickets,PRP,O
can,IN,O
be,NN,O
printed,NN,O
and,IN,O
sold,DT,O
as,NN,O
such,RB,O
however,JJ,O
the,NNS,O
same,MD,O
may,VB,O
not,VBN,O
sell,CC,O
at,VBN,O
all,IN,O
because,JJ,O
the,RB,O
player,DT,O
does,JJ,O
to,MD,O
like,RB,O
to,VB,O
lose,IN,O
the,DT,O
charm,IN,O
of,DT,O
selecting,NN,O
the,VBZ,O
numbers,TO,O
himself,VB,O
however,TO,O
whatever,VB,O
be,DT,O
the,NN,O
position,IN,O
all,VBG,O
the,DT,O
details,NNS,O
regarding,PRP,O
the,RB,O
number,WDT,O
of,VB,O
